n_threads,time,n_points,dimensionality
5,0.183097,30000,2048
5,0.176765,30000,2048
5,0.178224,30000,2048
5,0.177154,30000,2048
5,0.1716,30000,2048
5,0.177293,30000,2048
5,0.172657,30000,2048
5,0.18277,30000,2048
5,0.177733,30000,2048
5,0.177665,30000,2048
5,0.177474,30000,2048
5,0.17227,30000,2048
5,0.177434,30000,2048
5,0.177771,30000,2048
5,0.176473,30000,2048
5,0.172816,30000,2048
5,0.172831,30000,2048
5,0.181859,30000,2048
5,0.1786,30000,2048
5,0.184343,30000,2048
5,0.187016,30000,2048
5,0.192001,30000,2048
5,0.192417,30000,2048
5,0.178612,30000,2048
5,0.177433,30000,2048
5,0.184876,30000,2048
5,0.185287,30000,2048
5,0.186195,30000,2048
5,0.182971,30000,2048
5,0.181792,30000,2048
5,0.181533,30000,2048
5,0.177824,30000,2048
5,0.192177,30000,2048
5,0.185047,30000,2048
5,0.182943,30000,2048
5,0.180423,30000,2048
5,0.184194,30000,2048
5,0.187674,30000,2048
5,0.184225,30000,2048
5,0.234045,30000,2048
5,0.174767,30000,2048
5,0.170698,30000,2048
5,0.176303,30000,2048
5,0.177403,30000,2048
5,0.183023,30000,2048
6,0.252501,30000,2048
6,0.167879,30000,2048
6,0.174967,30000,2048
6,0.174234,30000,2048
6,0.167305,30000,2048
6,0.16391,30000,2048
6,0.169017,30000,2048
6,0.170004,30000,2048
6,0.170278,30000,2048
6,0.168608,30000,2048
6,0.16982,30000,2048
6,0.168406,30000,2048
6,0.166761,30000,2048
6,0.163267,30000,2048
6,0.16735,30000,2048
6,0.168085,30000,2048
6,0.166869,30000,2048
6,0.1674,30000,2048
6,0.167794,30000,2048
6,0.16745,30000,2048
6,0.167404,30000,2048
6,0.16628,30000,2048
6,0.16839,30000,2048
6,0.167594,30000,2048
6,0.167633,30000,2048
6,0.168282,30000,2048
6,0.169448,30000,2048
6,0.16789,30000,2048
6,0.171183,30000,2048
6,0.169962,30000,2048
6,0.168867,30000,2048
6,0.166861,30000,2048
6,0.166607,30000,2048
6,0.161254,30000,2048
6,0.167103,30000,2048
6,0.166496,30000,2048
6,0.166533,30000,2048
6,0.168192,30000,2048
6,0.169326,30000,2048
6,0.167722,30000,2048
6,0.180139,30000,2048
6,0.173862,30000,2048
6,0.169646,30000,2048
6,0.1676,30000,2048
6,0.195343,30000,2048
6,0.162279,30000,2048
6,0.167425,30000,2048
6,0.167222,30000,2048
6,0.167093,30000,2048
6,0.167843,30000,2048
7,0.240617,30000,2048
7,0.192464,30000,2048
7,0.303664,30000,2048
7,0.296202,30000,2048
7,0.297485,30000,2048
7,0.301068,30000,2048
7,0.296847,30000,2048
7,0.28836,30000,2048
7,0.301207,30000,2048
7,0.29359,30000,2048
7,0.296153,30000,2048
7,0.295675,30000,2048
7,0.297871,30000,2048
7,0.296474,30000,2048
7,0.291769,30000,2048
7,0.302318,30000,2048
7,0.301152,30000,2048
7,0.209182,30000,2048
7,0.16134,30000,2048
7,0.16246,30000,2048
7,0.158809,30000,2048
7,0.159067,30000,2048
7,0.159249,30000,2048
7,0.161663,30000,2048
7,0.159695,30000,2048
7,0.159719,30000,2048
7,0.157936,30000,2048
7,0.158815,30000,2048
7,0.1847,30000,2048
7,0.160475,30000,2048
7,0.156122,30000,2048
7,0.155203,30000,2048
7,0.156281,30000,2048
7,0.157301,30000,2048
7,0.157053,30000,2048
7,0.159437,30000,2048
7,0.154772,30000,2048
7,0.158026,30000,2048
7,0.164476,30000,2048
7,0.161022,30000,2048
7,0.152838,30000,2048
7,0.154696,30000,2048
7,0.155232,30000,2048
7,0.156987,30000,2048
7,0.15564,30000,2048
7,0.155571,30000,2048
7,0.157564,30000,2048
7,0.156996,30000,2048
7,0.155241,30000,2048
7,0.158672,30000,2048
8,0.311465,30000,2048
8,0.146674,30000,2048
8,0.144153,30000,2048
8,0.15834,30000,2048
8,0.151125,30000,2048
8,0.150919,30000,2048
8,0.149235,30000,2048
8,0.145232,30000,2048
8,0.1461,30000,2048
8,0.14559,30000,2048
8,0.146225,30000,2048
8,0.145959,30000,2048
8,0.145083,30000,2048
8,0.146632,30000,2048
8,0.148397,30000,2048
8,0.14751,30000,2048
8,0.148483,30000,2048
8,0.145308,30000,2048
8,0.144408,30000,2048
8,0.144654,30000,2048
8,0.14835,30000,2048
8,0.179484,30000,2048
8,0.149766,30000,2048
8,0.149058,30000,2048
8,0.145227,30000,2048
8,0.144261,30000,2048
8,0.1455,30000,2048
8,0.144029,30000,2048
8,0.144574,30000,2048
8,0.143991,30000,2048
8,0.144477,30000,2048
8,0.145846,30000,2048
8,0.144363,30000,2048
8,0.144091,30000,2048
8,0.144627,30000,2048
8,0.143737,30000,2048
8,0.144043,30000,2048
8,0.144965,30000,2048
8,0.146293,30000,2048
8,0.176004,30000,2048
8,0.148176,30000,2048
8,0.148397,30000,2048
8,0.15596,30000,2048
8,0.150383,30000,2048
8,0.164674,30000,2048
8,0.147453,30000,2048
8,0.145178,30000,2048
8,0.144074,30000,2048
8,0.145051,30000,2048
8,0.145225,30000,2048
